metric_id,metric_name,metric_startdate,metric_enddate,hora,demanda,entidad,fecha_hora,dia,mes,trimestre,anio,dia_semana,es_festivo,es_fin_de_semana
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,15,11000607.98,Sistema,2025-11-24 15:00:00,24,11,4,2025,0,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,16,10890660.57,Sistema,2025-11-24 16:00:00,24,11,4,2025,0,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,17,10883433.26,Sistema,2025-11-24 17:00:00,24,11,4,2025,0,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,18,11378979.12,Sistema,2025-11-24 18:00:00,24,11,4,2025,0,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,19,11319655.39,Sistema,2025-11-24 19:00:00,24,11,4,2025,0,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,20,11109444.03,Sistema,2025-11-24 20:00:00,24,11,4,2025,0,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,21,10636504.27,Sistema,2025-11-24 21:00:00,24,11,4,2025,0,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,22,9946590.91,Sistema,2025-11-24 22:00:00,24,11,4,2025,0,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,23,9338087.98,Sistema,2025-11-24 23:00:00,24,11,4,2025,0,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,0,8889618.36,Sistema,2025-11-25 00:00:00,25,11,4,2025,1,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,1,8557779.28,Sistema,2025-11-25 01:00:00,25,11,4,2025,1,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,2,8353336.06,Sistema,2025-11-25 02:00:00,25,11,4,2025,1,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,3,8289896.16,Sistema,2025-11-25 03:00:00,25,11,4,2025,1,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,4,8444467.58,Sistema,2025-11-25 04:00:00,25,11,4,2025,1,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,5,8782453.3,Sistema,2025-11-25 05:00:00,25,11,4,2025,1,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,6,9055622.68,Sistema,2025-11-25 06:00:00,25,11,4,2025,1,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,7,9601271.14,Sistema,2025-11-25 07:00:00,25,11,4,2025,1,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,8,9993663.85,Sistema,2025-11-25 08:00:00,25,11,4,2025,1,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,9,10288276.17,Sistema,2025-11-25 09:00:00,25,11,4,2025,1,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,10,10584665.62,Sistema,2025-11-25 10:00:00,25,11,4,2025,1,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,11,10883930.44,Sistema,2025-11-25 11:00:00,25,11,4,2025,1,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,12,10830660.19,Sistema,2025-11-25 12:00:00,25,11,4,2025,1,False,False
DemaReal,Demanda Real por Sistema,2025-10-27T00:00:00,2025-11-26T00:00:00,13,10975890.21,Sistema,2025-11-25 13:00:00,25,11,4,2025,1,False,False
