fecha_hora,real,modelo,prediccion,escenario
2025-03-30 15:00:00,8635931.61,Prophet,8910833.569839038,historical
2025-03-30 16:00:00,8645573.45,Prophet,8889942.853640173,historical
2025-03-30 17:00:00,8739281.09,Prophet,9007454.078940265,historical
2025-03-30 18:00:00,9443809.51,Prophet,9227661.131454967,historical
2025-03-30 19:00:00,9703869.89,Prophet,9396366.818905657,historical
2025-03-30 20:00:00,9622403.13,Prophet,9338621.260881847,historical
2025-03-30 21:00:00,9319454.82,Prophet,8987570.881526925,historical
2025-03-30 22:00:00,8913027.27,Prophet,8437898.29909989,historical
2025-03-30 23:00:00,8402293.14,Prophet,7879129.181870649,historical
2025-03-31 00:00:00,8021937.98,Prophet,7467065.852274207,historical
2025-03-31 01:00:00,7772395.5,Prophet,7241135.592887759,historical
2025-03-31 02:00:00,7589274.88,Prophet,7147409.993972162,historical
2025-03-31 03:00:00,7529132.5,Prophet,7129302.400277456,historical
2025-03-31 04:00:00,7735490.42,Prophet,7192929.487625062,historical
2025-03-31 05:00:00,8215877.78,Prophet,7389733.205711391,historical
2025-03-31 06:00:00,8430503.5,Prophet,7744771.3284294475,historical
2025-03-31 07:00:00,8908088.25,Prophet,8209297.957290373,historical
2025-03-31 08:00:00,9387970.64,Prophet,8685041.126940066,historical
2025-03-31 09:00:00,9602506.67,Prophet,9091855.614945635,historical
2025-03-31 10:00:00,9992054.31,Prophet,9409184.994248757,historical
2025-03-31 11:00:00,10250188.22,Prophet,9654970.004309682,historical
2025-03-31 12:00:00,10196199.05,Prophet,9835041.909179134,historical
2025-03-31 13:00:00,10300344.06,Prophet,9926658.091494495,historical
2025-03-31 14:00:00,10462235.37,Prophet,9918642.334798088,historical
2025-03-31 15:00:00,10491916.99,Prophet,9861425.29605944,historical
2025-03-31 16:00:00,10355047.41,Prophet,9858855.25156644,historical
2025-03-31 17:00:00,10149429.68,Prophet,9988205.451166218,historical
2025-03-31 18:00:00,10634661.73,Prophet,10213836.551971784,historical
2025-03-31 19:00:00,10951975.43,Prophet,10381676.925129967,historical
2025-03-31 20:00:00,10682277.0,Prophet,10316958.974341609,historical
2025-03-31 21:00:00,10194847.39,Prophet,9953065.452039551,historical
2025-03-31 22:00:00,9544624.52,Prophet,9384966.102038078,historical
2025-03-31 23:00:00,8883409.77,Prophet,8802520.739850575,historical
2025-04-01 00:00:00,8378186.87,Prophet,8361908.600147989,historical
2025-04-01 01:00:00,8106493.86,Prophet,8102971.958217667,historical
2025-04-01 02:00:00,7900091.51,Prophet,7972230.422825454,historical
2025-04-01 03:00:00,7792749.64,Prophet,7913573.020268125,historical
2025-04-01 04:00:00,8013353.79,Prophet,7933614.165551044,historical
2025-04-01 05:00:00,8482749.27,Prophet,8084309.82464506,historical
2025-04-01 06:00:00,8574866.22,Prophet,8391242.178839521,historical
2025-04-01 07:00:00,8916378.47,Prophet,8806194.20663477,historical
2025-04-01 08:00:00,9356779.06,Prophet,9231421.402985742,historical
2025-04-01 09:00:00,9620244.78,Prophet,9587298.806713652,historical
2025-04-01 10:00:00,9968607.6,Prophet,9853777.44212515,historical
2025-04-01 11:00:00,10257665.33,Prophet,10049287.316354036,historical
2025-04-01 12:00:00,10145503.92,Prophet,10180125.701484371,historical
2025-04-01 13:00:00,10333766.03,Prophet,10223988.008361937,historical
2025-04-01 14:00:00,10580669.88,Prophet,10170103.757095924,historical
2025-04-01 15:00:00,10613343.47,Prophet,10069273.193438455,historical
2025-04-01 16:00:00,10524607.19,Prophet,10025674.67540075,historical
2025-04-01 17:00:00,10433875.33,Prophet,10116869.200063879,historical
2025-04-01 18:00:00,11075889.0,Prophet,10307460.569606552,historical
2025-04-01 19:00:00,11327503.27,Prophet,10443574.011147927,historical
2025-04-01 20:00:00,10947905.73,Prophet,10350591.40236908,historical
2025-04-01 21:00:00,10207969.41,Prophet,9961997.09503844,historical
2025-04-01 22:00:00,9545832.9,Prophet,9372814.663567208,historical
2025-04-01 23:00:00,8916823.71,Prophet,8772910.680562705,historical
2025-04-02 00:00:00,8443596.76,Prophet,8318425.333320053,historical
2025-04-02 01:00:00,8161186.84,Prophet,8049117.863425381,historical
2025-04-02 02:00:00,7892075.94,Prophet,7911383.197995421,historical
2025-04-02 03:00:00,7807590.69,Prophet,7848946.855167678,historical
2025-04-02 04:00:00,8001651.4,Prophet,7868224.177772213,historical
2025-04-02 05:00:00,8476367.5,Prophet,8020940.151597889,historical
2025-04-02 06:00:00,8570386.68,Prophet,8332418.067144857,historical
2025-04-02 07:00:00,8937673.7,Prophet,8754158.384409294,historical
2025-04-02 08:00:00,9359616.44,Prophet,9188114.961020725,historical
2025-04-02 09:00:00,9634460.36,Prophet,9554346.753287815,historical
2025-04-02 10:00:00,9974320.47,Prophet,9832479.032617828,historical
2025-04-02 11:00:00,10236718.47,Prophet,10040611.195021048,historical
2025-04-02 12:00:00,10217537.05,Prophet,10184709.828688486,historical
2025-04-02 13:00:00,10346919.63,Prophet,10242144.283382194,historical
2025-04-02 14:00:00,10545912.35,Prophet,10201827.185294567,historical
2025-04-02 15:00:00,10460855.67,Prophet,10114255.38742053,historical
2025-04-02 16:00:00,10364527.12,Prophet,10083321.424106503,historical
2025-04-02 17:00:00,10172509.6,Prophet,10186321.787791107,historical
2025-04-02 18:00:00,10698034.39,Prophet,10387620.479736697,historical
2025-04-02 19:00:00,10870396.58,Prophet,10533130.606960244,historical
2025-04-02 20:00:00,10682980.09,Prophet,10448052.1412976,historical
2025-04-02 21:00:00,10271344.46,Prophet,10065719.801874934,historical
2025-04-02 22:00:00,9619373.65,Prophet,9481041.364763448,historical
2025-04-02 23:00:00,8983383.03,Prophet,8883802.484755076,historical
2025-04-03 00:00:00,8521018.93,Prophet,8430097.832526915,historical
2025-04-03 01:00:00,8242668.65,Prophet,8159676.527737297,historical
2025-04-03 02:00:00,8009065.34,Prophet,8018958.239533403,historical
2025-04-03 03:00:00,7921853.39,Prophet,7951727.04914854,historical
2025-04-03 04:00:00,8100837.21,Prophet,7964489.146338283,historical
2025-04-03 05:00:00,8577432.53,Prophet,8109090.641000937,historical
2025-04-03 06:00:00,8663663.58,Prophet,8411003.779722296,historical
2025-04-03 07:00:00,9008543.24,Prophet,8821902.963862676,historical
2025-04-03 08:00:00,9380094.88,Prophet,9243937.771733,historical
2025-04-03 09:00:00,9653732.45,Prophet,9597381.141058907,historical
2025-04-03 10:00:00,10062752.66,Prophet,9862086.80609481,historical
2025-04-03 11:00:00,10445707.29,Prophet,10056393.121081568,historical
2025-04-03 12:00:00,10350298.79,Prophet,10186511.992545761,historical
2025-04-03 13:00:00,10432982.01,Prophet,10230060.223933421,historical
2025-04-03 14:00:00,10527876.63,Prophet,10176195.776229529,historical
2025-04-03 15:00:00,10531660.56,Prophet,10075654.49588451,historical
2025-04-03 16:00:00,10477519.73,Prophet,10032557.439041628,historical
2025-04-03 17:00:00,10259172.18,Prophet,10124415.16951109,historical
2025-04-03 18:00:00,10745260.47,Prophet,10315787.53928328,historical
2025-04-03 19:00:00,10914972.36,Prophet,10452761.778539853,historical
2025-04-03 20:00:00,10705286.19,Prophet,10360687.061862122,historical
2025-04-03 21:00:00,10191100.29,Prophet,9973019.558758462,historical
2025-04-03 22:00:00,9523053.33,Prophet,9384758.31429252,historical
2025-04-03 23:00:00,8919512.09,Prophet,8785748.081189198,historical
2025-04-04 00:00:00,8487448.96,Prophet,8332108.93767985,historical
2025-04-04 01:00:00,8198049.28,Prophet,8063580.695692269,historical
2025-04-04 02:00:00,7985959.45,Prophet,7926538.488978619,historical
2025-04-04 03:00:00,7925873.91,Prophet,7864686.646564224,historical
2025-04-04 04:00:00,8073606.82,Prophet,7884416.927275856,historical
2025-04-04 05:00:00,8451479.76,Prophet,8037427.393226933,historical
2025-04-04 06:00:00,8604457.75,Prophet,8349010.20197193,historical
2025-04-04 07:00:00,8995381.86,Prophet,8770629.696274042,historical
2025-04-04 08:00:00,9352506.75,Prophet,9204197.970009359,historical
2025-04-04 09:00:00,9612905.37,Prophet,9569726.036155647,historical
2025-04-04 10:00:00,9973488.21,Prophet,9846784.653713046,historical
2025-04-04 11:00:00,10288044.46,Prophet,10053411.90365944,historical
2025-04-04 12:00:00,10177443.91,Prophet,10195506.188505674,historical
2025-04-04 13:00:00,10297470.47,Prophet,10250361.906875819,historical
2025-04-04 14:00:00,10542797.1,Prophet,10206810.25102967,historical
2025-04-04 15:00:00,10498633.86,Prophet,10115260.619417123,historical
2025-04-04 16:00:00,10349679.04,Prophet,10079512.7118688,historical
2025-04-04 17:00:00,10104170.6,Prophet,10176765.62163155,historical
2025-04-04 18:00:00,10617561.71,Prophet,10371282.369229827,historical
2025-04-04 19:00:00,10769711.46,Prophet,10508872.641163807,historical
2025-04-04 20:00:00,10552973.95,Prophet,10414631.837077556,historical
2025-04-04 21:00:00,10077216.95,Prophet,10021790.372033842,historical
2025-04-04 22:00:00,9522013.14,Prophet,9425153.520808674,historical
2025-04-04 23:00:00,8991913.9,Prophet,8814407.869882837,historical
2025-04-05 00:00:00,8535375.58,Prophet,8345554.159412569,historical
2025-04-05 01:00:00,8196523.65,Prophet,8058254.472945771,historical
2025-04-05 02:00:00,7973195.03,Prophet,7898850.12242127,historical
2025-04-05 03:00:00,7857849.42,Prophet,7811057.297953436,historical
2025-04-05 04:00:00,7857348.32,Prophet,7801326.528334694,historical
2025-04-05 05:00:00,7935302.39,Prophet,7921462.207437342,historical
2025-04-05 06:00:00,8020226.81,Prophet,8196910.450143534,historical
2025-04-05 07:00:00,8503841.32,Prophet,8579336.648366084,historical
2025-04-05 08:00:00,9025590.77,Prophet,8970899.904557731,historical
2025-04-05 09:00:00,9378874.95,Prophet,9291902.475107515,historical
2025-04-05 10:00:00,9675431.69,Prophet,9522248.294532344,historical
2025-04-05 11:00:00,9868270.28,Prophet,9680347.691633843,historical
2025-04-05 12:00:00,9853344.88,Prophet,9772507.000904802,historical
2025-04-05 13:00:00,9814196.25,Prophet,9776460.35569006,historical
2025-04-05 14:00:00,9813001.76,Prophet,9681506.152695358,historical
2025-04-05 15:00:00,9722309.16,Prophet,9538543.727518043,historical
